logical_group,model_slug,language,prompt_regime,artefact_type,candidate_sample_count,size_bytes,sha256,diagnostic_markers,source_relative_path
388,qwen2_5_coder_1_5b_instruct,python,OS,code_grounded_summary,400,1277,bc1b86d23e54590cf46e5d3d0c7d72cad9756dd055ac6140e37ffa6b00cbd669,,outputs/correctness/qwen25_coder_1_5b_instruct_P1_one_shot_python_400_v1_correctness.json_summary.json
388,qwen2_5_coder_1_5b_instruct,python,OS,code_grounded_summary,,1309,043677e99f2bb45a27ad10e1a085c1ba9d45946be732262ac31e505e32f7984c,,outputs/correctness/qwen25_coder_1_5b_instruct_P1_one_shot_python_600_v1_correctness.json_summary.json
388,qwen2_5_coder_1_5b_instruct,python,OS,code_grounded_summary,10,1121,210f125308a9d53baac943f4ef20942351ce342f061f16bd148442f500de5e31,,outputs/evaluation-and-correctness-may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_python_10_t02_p09_k50_v1_summary.json
388,qwen2_5_coder_1_5b_instruct,python,OS,code_grounded_summary,200,1127,eb174680106e4682bcb3311db23ce6aff8fd8d2639180666780ed95dfadce776,,outputs/evaluation-and-correctness-may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_python_200_greedy_v1_summary.json
388,qwen2_5_coder_1_5b_instruct,python,OS,code_grounded_summary,200,1134,417783ef619ba20f429aa4c03193d3954a635a502faa9e56fa1423a02709051f,,outputs/evaluation-and-correctness-may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_python_200_t02_p09_k50_v1_summary.json
388,qwen2_5_coder_1_5b_instruct,python,OS,code_grounded_summary,200,1134,032f147970a2cf4824944080a1c320671238fff6aff4a1e2a50726eafbe7c06e,,outputs/evaluation-and-correctness-may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_python_200_t05_p09_k50_v1_summary.json
388,qwen2_5_coder_1_5b_instruct,python,OS,code_grounded_summary,200,1139,11ece64a4f16230fbced7d5ecfd67e03c6db8a11b34b92599917369472b1e9b0,,outputs/evaluation-and-correctness-may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_python_200_t07_p095_k50_v1_summary.json
388,qwen2_5_coder_1_5b_instruct,python,OS,code_grounded_summary,300,1140,ce8f17b1d8c656f9644b1c206e60643904bcd8b603f6120a578a6d236473ec81,,outputs/evaluation-and-correctness-may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_python_300_v1_summary.json
388,qwen2_5_coder_1_5b_instruct,python,OS,code_grounded_summary,400,1289,697df158d19843f37730a5d2d8bc4fd137c81e586850ee1908aad498c6a05243,,outputs/evaluation-and-correctness-may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_python_400_v1_code_grounded_summary.json
388,qwen2_5_coder_1_5b_instruct,python,OS,code_grounded_summary,400,1128,57b5c1fe9e95be5967132d2013e81b47fcd0e834377d13c9aa07dff9b1a5afb2,,outputs/evaluation-and-correctness-may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_python_400_v1_summary.json
388,qwen2_5_coder_1_5b_instruct,python,OS,code_grounded_summary,,1164,5485e196f1f0f7e28dba0405801be20c057584d54e9cb505c478f2f806345ac3,,outputs/evaluation-and-correctness-may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_python_600_v1_summary.json
388,qwen2_5_coder_1_5b_instruct,python,OS,code_grounded_summary,10,1200,1c38ac9e4a866d53137452da856c836b72f3acf07d5317fd5ab863e8e655c6e6,,outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_one_shot_python_10_t02_p09_k50_v1_correctness.json_summary.json
388,qwen2_5_coder_1_5b_instruct,python,OS,code_grounded_summary,200,1274,51ae1068dcb821b4e7ec7e0803e68d6a597e3473eb7bfb032cd766bdeba5656a,,outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_one_shot_python_200_greedy_v1_correctness.json_summary.json
388,qwen2_5_coder_1_5b_instruct,python,OS,code_grounded_summary,200,1285,f81e300c365b052444f9ca24a94986ad3b731c047d346b4c8501111ea043e788,,outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_one_shot_python_200_t02_p09_k50_v1_correctness.json_summary.json
388,qwen2_5_coder_1_5b_instruct,python,OS,code_grounded_summary,200,1283,67b5bccec1faa3b48c1e92d00f47a2a24569b34b2a7316e118c3977383eaedf3,,outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_one_shot_python_200_t05_p09_k50_v1_correctness.json_summary.json
388,qwen2_5_coder_1_5b_instruct,python,OS,code_grounded_summary,200,1280,476758da37ed16633bc5faa1cc1a8e137c0631c249f9656faf7eca511c2a5d18,,outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_one_shot_python_200_t07_p095_k50_v1_correctness.json_summary.json
388,qwen2_5_coder_1_5b_instruct,python,OS,code_grounded_summary,300,1269,61bb99c3e1bc2ce7a3b4ae56543de27906f721409f742b13da56f26919032a30,,outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_one_shot_python_300_v1_correctness.json_summary.json
388,qwen2_5_coder_1_5b_instruct,python,OS,code_grounded_summary,400,1277,bc1b86d23e54590cf46e5d3d0c7d72cad9756dd055ac6140e37ffa6b00cbd669,,outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_one_shot_python_400_v1_correctness.json_summary.json
388,qwen2_5_coder_1_5b_instruct,python,OS,code_grounded_summary,,1309,043677e99f2bb45a27ad10e1a085c1ba9d45946be732262ac31e505e32f7984c,,outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_one_shot_python_600_v1_correctness.json_summary.json
388,qwen2_5_coder_1_5b_instruct,python,OS,code_grounded_summary,400,1289,697df158d19843f37730a5d2d8bc4fd137c81e586850ee1908aad498c6a05243,,outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_python_400_v1_code_grounded_summary.json
388,qwen2_5_coder_1_5b_instruct,python,OS,code_grounded_summary,400,1581,c28241fe18c31f2a3f2eb9114aa045e3c046c8d1bc0f96f7acb147c365b1f0c7,,outputs/segregated_results/open-source-lora/correctness/qwen25_coder_1_5b_instruct_lora_multilang_P1_one_shot_python_400_v1_correctness_summary.json
389,qwen2_5_coder_1_5b_instruct,python,OS,raw_generation,10,3039,78b0d13227454a399be96cbbb0d6d2799df4cae9703167500886dcca60238485,,outputs/raw_generations/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_python_10_t02_p09_k50_v1.jsonl
389,qwen2_5_coder_1_5b_instruct,python,OS,raw_generation,200,110258,46c6e8ed2961db4ce9b958e21591f9190598ca92ea8067eb01e3cad8eef8a68e,,outputs/raw_generations/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_python_200_greedy_v1.jsonl
389,qwen2_5_coder_1_5b_instruct,python,OS,raw_generation,200,110887,cd053af63ffe53649d4b34beb24e851bec1f5ddff5a397428b348db11cf3611b,,outputs/raw_generations/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_python_200_t02_p09_k50_v1.jsonl
389,qwen2_5_coder_1_5b_instruct,python,OS,raw_generation,200,111110,abbb45b9e89ff9f152691a757c3e1bf04bfbc1be124f5551999b829df5973faa,,outputs/raw_generations/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_python_200_t05_p09_k50_v1.jsonl
389,qwen2_5_coder_1_5b_instruct,python,OS,raw_generation,200,113937,5dbc5da0d45bfc5ed11ad87a25e136af6a5ebe0969c0bd6ba82d21de32f70395,,outputs/raw_generations/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_python_200_t07_p095_k50_v1.jsonl
389,qwen2_5_coder_1_5b_instruct,python,OS,raw_generation,300,165801,064c5c8b9f40a02d72b919962564e006c50da0aec7960569fadfb067895698b8,,outputs/raw_generations/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_python_300_v1.jsonl
389,qwen2_5_coder_1_5b_instruct,python,OS,raw_generation,400,219499,61242dc8443ce9241114cbcc2edfa4caaa47a9039632430e0518c06dbcdcb46c,,outputs/raw_generations/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_python_400_v1.jsonl
389,qwen2_5_coder_1_5b_instruct,python,OS,raw_generation,,328512,64e201a1757c194f79096009496970f0c313ccaae29111357c6f01909ddb2caa,,outputs/raw_generations/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_python_600_v1.jsonl
389,qwen2_5_coder_1_5b_instruct,python,OS,raw_generation,10,3039,78b0d13227454a399be96cbbb0d6d2799df4cae9703167500886dcca60238485,,outputs/raw_generations/qwen25_coder_1_5b_instruct_P1_one_shot_python_10_t02_p09_k50_v1.jsonl
389,qwen2_5_coder_1_5b_instruct,python,OS,raw_generation,200,110258,46c6e8ed2961db4ce9b958e21591f9190598ca92ea8067eb01e3cad8eef8a68e,,outputs/raw_generations/qwen25_coder_1_5b_instruct_P1_one_shot_python_200_greedy_v1.jsonl
389,qwen2_5_coder_1_5b_instruct,python,OS,raw_generation,200,110887,cd053af63ffe53649d4b34beb24e851bec1f5ddff5a397428b348db11cf3611b,,outputs/raw_generations/qwen25_coder_1_5b_instruct_P1_one_shot_python_200_t02_p09_k50_v1.jsonl
389,qwen2_5_coder_1_5b_instruct,python,OS,raw_generation,200,111110,abbb45b9e89ff9f152691a757c3e1bf04bfbc1be124f5551999b829df5973faa,,outputs/raw_generations/qwen25_coder_1_5b_instruct_P1_one_shot_python_200_t05_p09_k50_v1.jsonl
389,qwen2_5_coder_1_5b_instruct,python,OS,raw_generation,200,113937,5dbc5da0d45bfc5ed11ad87a25e136af6a5ebe0969c0bd6ba82d21de32f70395,,outputs/raw_generations/qwen25_coder_1_5b_instruct_P1_one_shot_python_200_t07_p095_k50_v1.jsonl
389,qwen2_5_coder_1_5b_instruct,python,OS,raw_generation,300,165801,064c5c8b9f40a02d72b919962564e006c50da0aec7960569fadfb067895698b8,,outputs/raw_generations/qwen25_coder_1_5b_instruct_P1_one_shot_python_300_v1.jsonl
389,qwen2_5_coder_1_5b_instruct,python,OS,raw_generation,400,219499,61242dc8443ce9241114cbcc2edfa4caaa47a9039632430e0518c06dbcdcb46c,,outputs/raw_generations/qwen25_coder_1_5b_instruct_P1_one_shot_python_400_v1.jsonl
389,qwen2_5_coder_1_5b_instruct,python,OS,raw_generation,,328512,64e201a1757c194f79096009496970f0c313ccaae29111357c6f01909ddb2caa,,outputs/raw_generations/qwen25_coder_1_5b_instruct_P1_one_shot_python_600_v1.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,400,414502,705ad59a16959d9d90062c03c76fa0125c8fa1f937c9005adad31d92db21f30a,,outputs/evaluation_And_corrctness_may2026_1/decoding_sensitivity/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_greedy_v1_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,400,412268,5624eb65a5942ce956ddece3365e6928ac27e991e79191a30950b247743485f1,,outputs/evaluation_And_corrctness_may2026_1/decoding_sensitivity/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_t02_p09_k50_v1_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,400,413217,0a52043e459290b72616a7599e039e8eed83421f6947b292a708b989cd4190f7,,outputs/evaluation_And_corrctness_may2026_1/decoding_sensitivity/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_t05_p09_k50_v1_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,400,412453,c8c082edcb148bc00274a5d50345be22f19cb6c18a4336ce81de82209cdb0448,,outputs/evaluation_And_corrctness_may2026_1/decoding_sensitivity/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_t07_p095_k50_v1_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,1000,990431,2edcbc44ed360f07d9bb82f6e8a3faa631d9554715d00ffa22f4662aa9fe48d9,,outputs/evaluation_And_corrctness_may2026_1/saturation_experiment/qwen25_coder_1_5b_instruct_P1_zero_shot_python_1000_ZS_v3_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,100,97660,88e61b910009bd4d8b10f7fb27593429bb15b6253d79075ee4427bad6783f730,,outputs/evaluation_And_corrctness_may2026_1/saturation_experiment/qwen25_coder_1_5b_instruct_P1_zero_shot_python_100_v1_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,,1188181,91508b2aa1d389ecba398f6182e0793c11f1c94740564ff1159d7e04df349b21,,outputs/evaluation_And_corrctness_may2026_1/saturation_experiment/qwen25_coder_1_5b_instruct_P1_zero_shot_python_1200_v1_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,200,196842,266e22148e0cfc982d2a8b45c8b2ebe663d844a594316f287f398d021cf98f48,,outputs/evaluation_And_corrctness_may2026_1/saturation_experiment/qwen25_coder_1_5b_instruct_P1_zero_shot_python_200_v1_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,300,295381,cc6bb76e201a622814e9999cd71eef06a2f23d5d1cdb4db9291f6f1013c3cf91,,outputs/evaluation_And_corrctness_may2026_1/saturation_experiment/qwen25_coder_1_5b_instruct_P1_zero_shot_python_300_ZS_v3_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,400,396008,25862ce6bc2f8c0eadb02419e655cbe0ba9ca2df6419bb50e1861f3799803fc8,,outputs/evaluation_And_corrctness_may2026_1/saturation_experiment/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,500,493002,de1fa9990c058dbb7ef9f2319756ba2293984dea3afd46a0bb04fb8c2b2221f9,,outputs/evaluation_And_corrctness_may2026_1/saturation_experiment/qwen25_coder_1_5b_instruct_P1_zero_shot_python_500_ZS_v3_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,,594491,b5c959b43da0d3429e2d0b6571ada4e86a88dc9b446b39cd85d86dfacb93a6a7,,outputs/evaluation_And_corrctness_may2026_1/saturation_experiment/qwen25_coder_1_5b_instruct_P1_zero_shot_python_600_v1_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,,793615,dfb46dc6c56c80c2457255d5e4f2e2788b3450243068f16fbe49faef840d5f11,,outputs/evaluation_And_corrctness_may2026_1/saturation_experiment/qwen25_coder_1_5b_instruct_P1_zero_shot_python_800_v1_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,400,345256,efb028cebc6da40c184ceb15e976c2b865369fc01040e2d6e6a64c9cb68ef460,,outputs/evaluations/qwen25_coder_1_5b_instruct_lora_multilang_P1_zero_shot_python_400_v1_eval.json_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,1000,961650,61069a4cb1607e44fe814a01e0f74455f162429294cdf3166c352ca7985ba38e,,outputs/evaluations/qwen25_coder_1_5b_instruct_P1_zero_shot_python_1000_ZS_v3_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,1000,990425,371c5e82c2f3279dd022d7eee9a44f1ed312890393be67331c538bc8baacba6a,,outputs/evaluations/qwen25_coder_1_5b_instruct_P1_zero_shot_python_1000_ZS_v3_eval.json_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,100,94799,a0a4ebfbec7e4a5fa70d9fe79f56f47fda0aef098e37980f8b687f6f6ec770fc,,outputs/evaluations/qwen25_coder_1_5b_instruct_P1_zero_shot_python_100_v1_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,100,97658,e6f6b7d597e0b6b767d2a1bf22fcf21e7cef48ca0e165010fc1cee110980d078,,outputs/evaluations/qwen25_coder_1_5b_instruct_P1_zero_shot_python_100_v1_eval.json_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,,1153878,53e90abbc3b53bdf75121b6de73a2393c5aef8fe0e1a7dba6414a312efd0375b,,outputs/evaluations/qwen25_coder_1_5b_instruct_P1_zero_shot_python_1200_v1_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,,1188174,edeb111a21b42e80085e49bd15cf9e3bb06a0cf29868efebc710b5b99af24116,,outputs/evaluations/qwen25_coder_1_5b_instruct_P1_zero_shot_python_1200_v1_eval.json_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,,937,dcce2b6b43048086a69ab28603bf0310edbc5a713b5d628187c322ba3ddaf4c4,,outputs/evaluations/qwen25_coder_1_5b_instruct_P1_zero_shot_python_2000_ZS_v3_eval.json_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,200,191134,57149106f19183bdbecc564734722b9d2a6a5687b24b612e5b084fbfecf4f7f9,,outputs/evaluations/qwen25_coder_1_5b_instruct_P1_zero_shot_python_200_v1_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,200,196838,8a7da9bdf85abbfd5e253115e7290079bb08b59f1629d74b26ce48fa1521aaf0,,outputs/evaluations/qwen25_coder_1_5b_instruct_P1_zero_shot_python_200_v1_eval.json_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,300,286893,3b7ea43043adca81049bae9dd78bb8824120a04ba3348d2312561ae3e0c95b6e,,outputs/evaluations/qwen25_coder_1_5b_instruct_P1_zero_shot_python_300_ZS_v3_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,300,295380,bc41308a3a93ea02e536b7f10613830f27f0a22a4878b8f2a7e036bcd67fbd26,,outputs/evaluations/qwen25_coder_1_5b_instruct_P1_zero_shot_python_300_ZS_v3_eval.json_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,400,384464,a8e06428cb2a91bab67224024b846e480b499b9e60abb58717808262f2163581,,outputs/evaluations/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,400,396011,50e337a8cae41544ed302ea72bfa7e8def93da9dbd997ab125aa6100e41e93df,,outputs/evaluations/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_eval.json_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,500,478735,8fd909c02d86d6e22993f90042b9c7ad35da04ec58b9a864f40d871d7762df28,,outputs/evaluations/qwen25_coder_1_5b_instruct_P1_zero_shot_python_500_ZS_v3_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,500,493009,34c1a8ff0b23fc871e32eb99bdb93f6ce5fb1765f1a06b24d5c0d13b66a88e70,,outputs/evaluations/qwen25_coder_1_5b_instruct_P1_zero_shot_python_500_ZS_v3_eval.json_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,,577217,60c79cda14c7238de5dbae4442008652a0a41feb68728a2a2e27c2e9a6693814,,outputs/evaluations/qwen25_coder_1_5b_instruct_P1_zero_shot_python_600_v1_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,,594503,01862e56a4812e6eaf6e03ecf7ed5780e8cb7fe563a3dd5e10415ed5d8152154,,outputs/evaluations/qwen25_coder_1_5b_instruct_P1_zero_shot_python_600_v1_eval.json_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,,770534,89bf33abc4492f3ac536b1e1a79b71e5bc56d572fb7eb59c763df3b7fa35d678,,outputs/evaluations/qwen25_coder_1_5b_instruct_P1_zero_shot_python_800_v1_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,,793608,5f0b90f30e5dc8b98613bae69674d74d320206c42cbace7a2daa599c10dda960,,outputs/evaluations/qwen25_coder_1_5b_instruct_P1_zero_shot_python_800_v1_eval.json_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,1000,961650,61069a4cb1607e44fe814a01e0f74455f162429294cdf3166c352ca7985ba38e,,outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_python_1000_ZS_v3_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,1000,990425,371c5e82c2f3279dd022d7eee9a44f1ed312890393be67331c538bc8baacba6a,,outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_python_1000_ZS_v3_eval.json_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,100,94799,a0a4ebfbec7e4a5fa70d9fe79f56f47fda0aef098e37980f8b687f6f6ec770fc,,outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_python_100_v1_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,100,97658,e6f6b7d597e0b6b767d2a1bf22fcf21e7cef48ca0e165010fc1cee110980d078,,outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_python_100_v1_eval.json_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,,1153878,53e90abbc3b53bdf75121b6de73a2393c5aef8fe0e1a7dba6414a312efd0375b,,outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_python_1200_v1_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,,1188174,edeb111a21b42e80085e49bd15cf9e3bb06a0cf29868efebc710b5b99af24116,,outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_python_1200_v1_eval.json_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,,937,dcce2b6b43048086a69ab28603bf0310edbc5a713b5d628187c322ba3ddaf4c4,,outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_python_2000_ZS_v3_eval.json_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,200,191134,57149106f19183bdbecc564734722b9d2a6a5687b24b612e5b084fbfecf4f7f9,,outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_python_200_v1_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,200,196838,8a7da9bdf85abbfd5e253115e7290079bb08b59f1629d74b26ce48fa1521aaf0,,outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_python_200_v1_eval.json_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,300,286893,3b7ea43043adca81049bae9dd78bb8824120a04ba3348d2312561ae3e0c95b6e,,outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_python_300_ZS_v3_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,300,295380,bc41308a3a93ea02e536b7f10613830f27f0a22a4878b8f2a7e036bcd67fbd26,,outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_python_300_ZS_v3_eval.json_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,400,384464,a8e06428cb2a91bab67224024b846e480b499b9e60abb58717808262f2163581,,outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,400,396011,50e337a8cae41544ed302ea72bfa7e8def93da9dbd997ab125aa6100e41e93df,,outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_eval.json_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,500,478735,8fd909c02d86d6e22993f90042b9c7ad35da04ec58b9a864f40d871d7762df28,,outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_python_500_ZS_v3_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,500,493009,34c1a8ff0b23fc871e32eb99bdb93f6ce5fb1765f1a06b24d5c0d13b66a88e70,,outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_python_500_ZS_v3_eval.json_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,,577217,60c79cda14c7238de5dbae4442008652a0a41feb68728a2a2e27c2e9a6693814,,outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_python_600_v1_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,,594503,01862e56a4812e6eaf6e03ecf7ed5780e8cb7fe563a3dd5e10415ed5d8152154,,outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_python_600_v1_eval.json_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,,770534,89bf33abc4492f3ac536b1e1a79b71e5bc56d572fb7eb59c763df3b7fa35d678,,outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_python_800_v1_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,,793608,5f0b90f30e5dc8b98613bae69674d74d320206c42cbace7a2daa599c10dda960,,outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_python_800_v1_eval.json_detailed.jsonl
390,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_detailed,400,345256,efb028cebc6da40c184ceb15e976c2b865369fc01040e2d6e6a64c9cb68ef460,,outputs/segregated_results/open-source-lora/eval/qwen25_coder_1_5b_instruct_lora_multilang_P1_zero_shot_python_400_v1_eval.json_detailed.jsonl
391,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_summary,400,1130,cff654d06a995e4d7e0ee15ba015c48c8715efec61b8a72987531de1881b88b7,,outputs/evaluation_And_corrctness_may2026_1/decoding_sensitivity/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_greedy_v1_summary.json
391,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_summary,400,1141,aa89d11712fda64c4859c2ea7b36a993e263bb302de3d9ca9473dbeaad57a4d2,,outputs/evaluation_And_corrctness_may2026_1/decoding_sensitivity/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_t02_p09_k50_v1_summary.json
391,qwen2_5_coder_1_5b_instruct,python,ZS,automatic_evaluation_summary,400,1139,6951743e87ede193ee02ea8a0a9ded3634338ea061ec8545999ae3623e3d80f8,,outputs/evaluation_And_corrctness_may2026_1/decoding_sensitivity/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_t05_p09_k50_v1_summary.json
